Year,Month,Product_Grp,,Sales,ID,Sector
2011,Jan,Wallcovering,,-337,698,Residential
2011,Jan,Wallcovering,,1650,699,Residential
2011,Jan,Wallcovering,,320,700,Residential
2011,Jan,Wallcovering,,200,701,Residential
2011,Jan,Wallcovering,,-64,702,Residential
2011,Jan,Wallcovering,,-56,703,Residential
2011,Jan,Wallcovering,,220,704,Residential
2011,Jan,Wallcovering,,250,705,Residential
2011,Jan,Wallcovering,,450,706,Residential
2011,Jan,Wallcovering,,-450,707,Residential
2011,Jan,Wallcovering,,2088,708,Residential
2011,Jan,Wallcovering,,1224,709,Residential
2011,Jan,Wallcovering,,306,710,Residential
2011,Jan,Wallcovering,,1050,711,Residential
2011,Jan,Wallcovering,,-362,712,Residential
2011,Jan,Wallcovering,,3856,713,Residential
2011,Jan,Wallcovering,,120,714,Residential
2011,Jan,Wallcovering,,1040,715,Residential
2011,Jan,Wallcovering,,-578,716,Residential
2011,Jan,Wallcovering,,612,717,Residential
2011,Jan,Wallcovering,,300,718,Residential
2011,Jan,Wallcovering,,0,719,Residential
2011,Jan,Carpet,,1100,721,Residential
2011,Jan,Carpet,,-220,722,Residential
2011,Jan,Wallcovering,,2764,723,Hospitality
2011,Jan,Flooring,,5227,743,Residential
2011,Jan,Flooring,,-366,746,Residential
2011,Jan,Carpet,,1575,747,Residential
2011,Jan,Carpet,,400,748,Residential
2011,Jan,Flooring,,4544,751,Residential
2011,Jan,Carpet,,255,759,Residential
2011,Jan,Carpet,,1495,760,Residential
2011,Jan,Carpet,,250,761,Residential
2011,Jan,Carpet,,-2000,762,Residential
2011,Jan,Wallcovering,,410,795,Residential
2011,Jan,Wallcovering,,30,796,Residential
2011,Jan,Wallcovering,,-62,797,Residential
2011,Jan,Wallcovering,,40,899,Residential
2011,Jan,Wallcovering,,1955,943,Residential
2011,Jan,Wallcovering,,1955,944,Residential
2011,Jan,Wallcovering,,500,945,Residential
2011,Jan,Wallcovering,,-40,946,Residential
2011,Jan,Wallcovering,,1560,947,Residential
2011,Jan,Wallcovering,,1600,948,Residential
2011,Jan,Wallcovering,,-528,949,Residential
2011,Jan,Wallcovering,,804,950,Residential
2011,Jan,Wallcovering,,676,951,Residential
2011,Jan,Wallcovering,,600,952,Residential
2011,Jan,Wallcovering,,-1751,953,Residential
2011,Jan,Wallcovering,,-733,954,Residential
2011,Jan,Fabric,,1036,955,Residential
2011,Jan,Fabric,,336,956,Residential
2011,Jan,Fabric,,4933,957,Residential
2011,Jan,Fabric,,296,958,Residential
2011,Jan,Fabric,,96,959,Residential
2011,Jan,Fabric,,4933,960,Residential
2011,Jan,Fabric,,972,961,Residential
2011,Jan,Fabric,,2800,962,Residential
2011,Jan,Fabric,,134,963,Residential
2011,Jan,Fabric,,224,964,Residential
2011,Jan,Fabric,,343,965,Residential
2011,Jan,Fabric,,120,966,Residential
2011,Jan,Fabric,,680,967,Residential
2011,Jan,Fabric,,1392,968,Residential
2011,Jan,Fabric,,111,969,Residential
2011,Jan,Fabric,,211,970,Residential
2011,Jan,Fabric,,40,971,Residential
2011,Jan,Fabric,,1035,972,Residential
2011,Jan,Fabric,,180,973,Residential
2011,Jan,Fabric,,1200,974,Residential
2011,Jan,Fabric,,6000,975,Residential
2011,Jan,Fabric,,480,976,Residential
2011,Jan,Fabric,,847,977,Residential
2011,Jan,Fabric,,2760,978,Residential
2011,Jan,Fabric,,-2323,979,Residential
2011,Jan,Fabric,,-3436,980,Residential
2011,Jan,Wallcovering,,2685,1024,Hospitality
2011,Jan,Wallcovering,,2685,1025,Hospitality
2011,Jan,Wallcovering,,5370,1026,Hospitality
2011,Jan,Wallcovering,,3759,1027,Hospitality
2011,Jan,Wallcovering,,4872,1028,Hospitality
2011,Jan,Wallcovering,,-15,1029,Hospitality
2011,Jan,Carpet,,847,1042,Residential
2011,Jan,Carpet,,-56,1043,Residential
2011,Jan,Carpet,,250,1044,Residential
2011,Jan,Wallcovering,,-40,1045,Residential
2011,Jan,Wallcovering,,1026,1048,Residential
2011,Jan,Wallcovering,,252,1049,Residential
2011,Jan,Wallcovering,,-58,1050,Residential
2011,Jan,Wallcovering,,320,1051,Residential
2011,Jan,Wallcovering,,-244,1052,Residential
2011,Jan,Wallcovering,,326,1058,Residential
2011,Jan,Wallcovering,,-93,1059,Residential
2011,Jan,Wallcovering,,250,1060,Residential
2011,Jan,Carpet,,1202,1061,Residential
2011,Jan,Carpet,,912,1062,Residential
2011,Jan,Carpet,,-302,1063,Residential
2011,Jan,Carpet,,975,1064,Residential
2011,Jan,Wallcovering,,255,1068,Residential
2011,Jan,Wallcovering,,250,1069,Residential
2011,Jan,Wallcovering,,259,1070,Residential
2011,Jan,Wallcovering,,-86,1071,Residential
2011,Jan,Wallcovering,,250,1072,Residential
2011,Jan,Wallcovering,,180,1077,Residential
2011,Jan,Wallcovering,,180,1078,Residential
2011,Jan,Wallcovering,,960,1079,Residential
2011,Jan,Wallcovering,,455,1080,Residential
2011,Jan,Wallcovering,,1080,1095,Hospitality
2011,Jan,Wallcovering,,580,1096,Hospitality
2011,Jan,Wallcovering,,1244,1127,Residential
2011,Jan,Wallcovering,,400,1128,Residential
2011,Jan,Wallcovering,,80,1129,Residential
2011,Jan,Wallcovering,,500,1130,Residential
2011,Jan,Wallcovering,,972,1136,Residential
2011,Jan,Wallcovering,,648,1137,Residential
2011,Jan,Carpet,,2433,1138,Residential
2011,Jan,Carpet,,2591,1139,Residential
2011,Jan,Carpet,,495,1140,Residential
2011,Jan,Carpet,,20,1141,Residential
2011,Jan,Fabric,,231,1142,Residential
2011,Jan,Fabric,,231,1143,Residential
2011,Jan,Wallcovering,,655,1144,Residential
2011,Jan,Wallcovering,,544,1145,Residential
2011,Jan,Carpet,,430,1146,Residential
2011,Jan,Carpet,,220,1147,Residential
2011,Jan,Fabric,,110,1148,Residential
2011,Jan,Wallcovering,,-580,1149,Residential
2011,Jan,Fabric,,-572,1150,Residential
2011,Jan,Flooring,,2205,1154,Residential
2011,Jan,Flooring,,245,1155,Residential
2011,Jan,Flooring,,8529,1156,Residential
2011,Jan,Flooring,,3205,1157,Residential
2011,Jan,Flooring,,1002,1159,Residential
2011,Jan,Flooring,,2795,1163,Residential
2011,Jan,Carpet,,480,1170,Hospitality
2011,Jan,Wallcovering,,56,1195,Hospitality
2011,Jan,Wallcovering,,-56,1196,Hospitality
2011,Jan,Wallcovering,,120,1197,Hospitality
2011,Jan,Wallcovering,,280,1198,Hospitality
2011,Jan,Carpet,,506,1199,Hospitality
2011,Jan,Carpet,,1013,1200,Hospitality
2011,Jan,Flooring,,1650,1214,Hospitality
2011,Jan,Carpet,,200,1231,Hospitality
2011,Jan,Carpet,,400,1232,Hospitality
2011,Jan,Carpet,,680,1233,Hospitality
2011,Jan,Flooring,,1462,1234,Residential
2011,Jan,Flooring,,3849,1246,Residential
2011,Jan,Wallcovering,,-3849,1251,Residential
2011,Jan,Fabric,,60,1252,Residential
2011,Jan,Wallcovering,,1791,1349,Hospitality
2011,Jan,Flooring,,1461,1430,Residential
2011,Jan,Flooring,,826,1431,Residential
2011,Jan,Flooring,,-229,1438,Residential
2011,Jan,Wallcovering,,364,1463,Residential
2011,Jan,Wallcovering,,182,1464,Residential
2011,Jan,Wallcovering,,552,1465,Residential
2011,Jan,Wallcovering,,368,1466,Residential
2011,Jan,Wallcovering,,276,1467,Residential
2011,Jan,Wallcovering,,800,1468,Residential
2011,Jan,Wallcovering,,-610,1469,Residential
2011,Jan,Wallcovering,,100,1526,Residential
2011,Jan,Wallcovering,,150,1527,Residential
2011,Jan,Wallcovering,,150,1528,Residential
2011,Jan,Wallcovering,,250,1529,Residential
2011,Jan,Wallcovering,,300,1534,Residential
2011,Jan,Wallcovering,,32,1537,Residential
2011,Jan,Wallcovering,,896,1650,Residential
2011,Jan,Wallcovering,,526,1651,Residential
2011,Jan,Wallcovering,,450,1652,Residential
2011,Jan,Wallcovering,,300,1653,Residential
2011,Jan,Wallcovering,,-213,1654,Residential
2011,Jan,Wallcovering,,-345,1693,Residential
2011,Jan,Wallcovering,,788,1709,Residential
2011,Jan,Wallcovering,,276,1710,Residential
2011,Jan,Wallcovering,,-106,1711,Residential
2011,Jan,Wallcovering,,882,1712,Residential
2011,Jan,Wallcovering,,441,1713,Residential
2011,Jan,Wallcovering,,745,1714,Residential
2011,Jan,Wallcovering,,414,1715,Residential
2011,Jan,Wallcovering,,194,1716,Residential
2011,Jan,Wallcovering,,582,1717,Residential
2011,Jan,Wallcovering,,-1140,1718,Residential
2011,Jan,Wallcovering,,220,1719,Residential
2011,Jan,Wallcovering,,5,1720,Residential
2011,Jan,Carpet,,1294,1721,Residential
2011,Jan,Wallcovering,,250,1722,Residential
2011,Jan,Wallcovering,,492,1723,Residential
2011,Jan,Wallcovering,,378,1724,Residential
2011,Jan,Wallcovering,,381,1725,Residential
2011,Jan,Wallcovering,,127,1726,Residential
2011,Jan,Wallcovering,,254,1727,Residential
2011,Jan,Wallcovering,,-127,1728,Residential
2011,Jan,Wallcovering,,500,1729,Residential
2011,Jan,Wallcovering,,5166,1730,Residential
2011,Jan,Wallcovering,,-775,1731,Residential
2011,Jan,Wallcovering,,400,1732,Residential
2011,Jan,Wallcovering,,-60,1733,Residential
2011,Jan,Wallcovering,,370,1734,Residential
2011,Jan,Wallcovering,,880,1735,Residential
2011,Jan,Wallcovering,,1440,1736,Residential
2011,Jan,Wallcovering,,630,1737,Residential
2011,Jan,Wallcovering,,-443,1738,Residential
2011,Jan,Wallcovering,,550,1739,Residential
2011,Jan,Wallcovering,,960,1740,Residential
2011,Jan,Wallcovering,,375,1741,Residential
2011,Jan,Wallcovering,,-56,1742,Residential
2011,Jan,Wallcovering,,241,1743,Residential
2011,Jan,Wallcovering,,140,1744,Residential
2011,Jan,Wallcovering,,120,1745,Residential
2011,Jan,Wallcovering,,504,1746,Residential
2011,Jan,Wallcovering,,-37,1747,Residential
2011,Jan,Wallcovering,,225,1748,Residential
2011,Jan,Flooring,,727,1763,Residential
2011,Jan,Wallcovering,,140,1773,Residential
2011,Jan,Wallcovering,,300,1774,Residential
2011,Jan,Wallcovering,,291,1815,Hospitality
2011,Jan,Wallcovering,,340,1816,Hospitality
2011,Jan,Wallcovering,,225,1817,Hospitality
2011,Jan,Wallcovering,,75,1818,Hospitality
2011,Jan,Wallcovering,,38,1819,Hospitality
2011,Jan,Wallcovering,,53,1820,Hospitality
2011,Jan,Wallcovering,,128,1821,Hospitality
2011,Jan,Wallcovering,,240,1822,Hospitality
2011,Jan,Wallcovering,,1568,1854,Residential
2011,Jan,Wallcovering,,188,1855,Residential
2011,Jan,Wallcovering,,418,1856,Residential
2011,Jan,Wallcovering,,-76,1857,Residential
2011,Jan,Wallcovering,,776,1858,Residential
2011,Jan,Wallcovering,,490,1859,Residential
2011,Jan,Wallcovering,,400,1860,Residential
2011,Jan,Wallcovering,,400,1861,Residential
2011,Jan,Wallcovering,,300,1862,Residential
2011,Jan,Wallcovering,,1350,1865,Residential
2011,Jan,Wallcovering,,-300,1866,Residential
2011,Jan,Wallcovering,,750,1867,Residential
2011,Jan,Wallcovering,,284,1879,Residential
2011,Jan,Wallcovering,,-28,1880,Residential
2011,Jan,Wallcovering,,300,1881,Residential
2011,Jan,Wallcovering,,188,1885,Residential
2011,Jan,Fabric,,430,1886,Residential
2011,Jan,Fabric,,-43,1887,Residential
2011,Jan,Wallcovering,,148,1888,Residential
2011,Jan,Wallcovering,,244,1889,Residential
2011,Jan,Wallcovering,,244,1890,Residential
2011,Jan,Wallcovering,,374,1891,Residential
2011,Jan,Wallcovering,,5,1892,Residential
2011,Jan,Wallcovering,,-152,1893,Residential
2011,Jan,Wallcovering,,82,1894,Residential
2011,Jan,Wallcovering,,218,1895,Residential
2011,Jan,Wallcovering,,330,1896,Residential
2011,Jan,Wallcovering,,-50,1897,Residential
2011,Jan,Carpet,,1600,1898,Residential
2011,Jan,Carpet,,-160,1899,Residential
2011,Jan,Wallcovering,,240,1900,Residential
2011,Jan,Wallcovering,,-60,1901,Residential
2011,Jan,Wallcovering,,875,1902,Residential
2011,Jan,Wallcovering,,880,1903,Residential
2011,Jan,Wallcovering,,-176,1904,Residential
2011,Jan,Wallcovering,,180,1910,Residential
2011,Jan,Wallcovering,,200,1911,Residential
2011,Jan,Wallcovering,,70,1912,Residential
2011,Jan,Wallcovering,,226,1913,Residential
2011,Jan,Wallcovering,,385,1914,Residential
2011,Jan,Wallcovering,,-101,1915,Residential
2011,Jan,Wallcovering,,484,1954,Residential
2011,Jan,Wallcovering,,300,1955,Residential
2011,Jan,Carpet,,-73,1956,Residential
2011,Jan,Wallcovering,,1200,1957,Residential
2011,Jan,Wallcovering,,-336,1958,Residential
2011,Jan,Wallcovering,,450,1959,Residential
2011,Jan,Wallcovering,,-130,1960,Residential
2011,Jan,Wallcovering,,220,1961,Residential
2011,Jan,Wallcovering,,280,1962,Residential
2011,Jan,Wallcovering,,126,1963,Residential
2011,Jan,Wallcovering,,140,1964,Residential
2011,Jan,Wallcovering,,122,1965,Residential
2011,Jan,Wallcovering,,400,1966,Residential
2011,Jan,Wallcovering,,1134,1967,Residential
2011,Jan,Wallcovering,,450,1968,Residential
2011,Jan,Wallcovering,,600,1969,Residential
2011,Jan,Wallcovering,,360,1970,Residential
2011,Jan,Wallcovering,,170,1971,Residential
2011,Jan,Wallcovering,,570,1972,Residential
2011,Jan,Wallcovering,,-170,1973,Residential
2011,Jan,Wallcovering,,220,1974,Residential
2011,Jan,Wallcovering,,330,1975,Residential
2011,Jan,Wallcovering,,220,1976,Residential
2011,Jan,Wallcovering,,500,1977,Residential
2011,Jan,Wallcovering,,-116,1978,Residential
2011,Jan,Wallcovering,,198,1979,Residential
2011,Jan,Wallcovering,,198,1980,Residential
2011,Jan,Wallcovering,,984,1981,Residential
2011,Jan,Wallcovering,,910,1982,Residential
2011,Jan,Wallcovering,,-138,1983,Residential
2011,Jan,Wallcovering,,110,1984,Residential
2011,Jan,Wallcovering,,400,1985,Residential
2011,Jan,Wallcovering,,-90,1986,Residential
2011,Jan,Wallcovering,,300,1987,Residential
2011,Jan,Wallcovering,,300,1988,Residential
2011,Jan,Wallcovering,,-63,1989,Residential
2011,Jan,Wallcovering,,393,1990,Residential
2011,Jan,Wallcovering,,186,1991,Residential
2011,Jan,Wallcovering,,410,2020,Residential
2011,Jan,Wallcovering,,30,2021,Residential
2011,Jan,Wallcovering,,-62,2022,Residential
2011,Jan,Wallcovering,,63,2112,Hospitality
2011,Jan,Wallcovering,,84,2113,Hospitality
2011,Jan,Carpet,,150,2121,Hospitality
2011,Jan,Wallcovering,,80,2122,Hospitality
2011,Jan,Wallcovering,,2430,2138,Residential
2011,Jan,Wallcovering,,-486,2139,Residential
2011,Jan,Fabric,,1584,2140,Residential
2011,Jan,Fabric,,197,2141,Residential
2011,Jan,Fabric,,-267,2142,Residential
2011,Jan,Wallcovering,,1323,2143,Residential
2011,Jan,Wallcovering,,5047,2144,Residential
2011,Jan,Wallcovering,,384,2145,Residential
2011,Jan,Wallcovering,,1536,2146,Residential
2011,Jan,Wallcovering,,312,2147,Residential
2011,Jan,Wallcovering,,772,2148,Residential
2011,Jan,Wallcovering,,1013,2149,Residential
2011,Jan,Wallcovering,,1017,2150,Residential
2011,Jan,Wallcovering,,819,2151,Residential
2011,Jan,Wallcovering,,762,2152,Residential
2011,Jan,Wallcovering,,-903,2153,Residential
2011,Jan,Wallcovering,,378,2154,Residential
2011,Jan,Wallcovering,,352,2155,Residential
2011,Jan,Wallcovering,,-183,2156,Residential
2011,Jan,Wallcovering,,5530,2157,Residential
2011,Jan,Wallcovering,,300,2158,Residential
2011,Jan,Wallcovering,,-830,2159,Residential
2011,Jan,Wallcovering,,2977,2160,Residential
2011,Jan,Wallcovering,,916,2161,Residential
2011,Jan,Wallcovering,,687,2162,Residential
2011,Jan,Wallcovering,,687,2163,Residential
2011,Jan,Wallcovering,,-1317,2164,Residential
2011,Jan,Wallcovering,,74,2169,Residential
2011,Jan,Wallcovering,,-74,2170,Residential
2011,Jan,Wallcovering,,234,2176,Residential
2011,Jan,Wallcovering,,144,2177,Residential
2011,Jan,Wallcovering,,-270,2178,Residential
2011,Jan,Wallcovering,,300,2179,Residential
2011,Jan,Wallcovering,,180,2180,Residential
2011,Jan,Wallcovering,,250,2181,Residential
2011,Jan,Wallcovering,,-18,2182,Residential
2011,Jan,Wallcovering,,850,2183,Residential
2011,Jan,Wallcovering,,1606,2184,Residential
2011,Jan,Wallcovering,,900,2185,Residential
2011,Jan,Wallcovering,,-491,2186,Residential
2011,Jan,Wallcovering,,374,2187,Residential
2011,Jan,Wallcovering,,250,2188,Residential
2011,Jan,Wallcovering,,-56,2189,Residential
2011,Jan,Wallcovering,,860,2190,Residential
2011,Jan,Wallcovering,,600,2192,Residential
2011,Jan,Wallcovering,,630,2193,Residential
2011,Jan,Wallcovering,,300,2194,Residential
2011,Jan,Wallcovering,,-95,2195,Residential
2011,Jan,Wallcovering,,275,2196,Residential
2011,Jan,Wallcovering,,825,2197,Residential
2011,Jan,Wallcovering,,300,2198,Residential
2011,Jan,Wallcovering,,-165,2199,Residential
2011,Jan,Fabric,,-481,2241,Residential
2011,Jan,Wallcovering,,-56,2242,Residential
2011,Jan,Wallcovering,,-551,2243,Residential
2011,Jan,Wallcovering,,-362,2252,Residential
2011,Jan,Wallcovering,,-177,2253,Residential
2011,Jan,Wallcovering,,-300,2254,Residential
2011,Jan,Wallcovering,,-1000,2256,Residential
2011,Jan,Wallcovering,,900,2272,Residential
2011,Jan,Wallcovering,,-270,2273,Residential
2011,Jan,Wallcovering,,550,2274,Residential
2011,Jan,Wallcovering,,-63,2275,Residential
2011,Jan,Wallcovering,,390,2350,Residential
2011,Jan,Wallcovering,,250,2351,Residential
2011,Jan,Wallcovering,,651,2354,Residential
2011,Jan,Wallcovering,,651,2355,Residential
2011,Jan,Wallcovering,,868,2356,Residential
2011,Jan,Wallcovering,,500,2357,Residential
2011,Jan,Wallcovering,,333,2364,Residential
2011,Jan,Wallcovering,,250,2365,Residential
2011,Jan,Wallcovering,,116,2366,Residential
2011,Jan,Wallcovering,,250,2367,Residential
2011,Jan,Wallcovering,,589,2368,Residential
2011,Jan,Wallcovering,,-307,2369,Residential
2011,Jan,Wallcovering,,250,2370,Residential
2011,Jan,Carpet,,283,2371,Residential
2011,Jan,Carpet,,250,2372,Residential
2011,Jan,Carpet,,200,2416,Hospitality
2011,Jan,Wallcovering,,91,2467,Residential
2011,Jan,Wallcovering,,-91,2468,Residential
2011,Jan,Wallcovering,,150,2469,Residential
2011,Jan,Wallcovering,,-35,2470,Residential
2011,Jan,Wallcovering,,250,2471,Residential
2011,Jan,Wallcovering,,464,2478,Residential
2011,Jan,Wallcovering,,219,2479,Residential
2011,Jan,Wallcovering,,1728,2480,Residential
2011,Jan,Wallcovering,,710,2481,Residential
2011,Jan,Wallcovering,,980,2482,Residential
2011,Jan,Wallcovering,,2072,2483,Residential
2011,Jan,Wallcovering,,189,2484,Residential
2011,Jan,Wallcovering,,252,2485,Residential
2011,Jan,Wallcovering,,-63,2486,Residential
2011,Jan,Wallcovering,,700,2487,Residential
2011,Jan,Wallcovering,,1552,2488,Residential
2011,Jan,Wallcovering,,-328,2489,Residential
2011,Jan,Wallcovering,,388,2503,Residential
2011,Jan,Wallcovering,,-233,2504,Residential
2011,Jan,Wallcovering,,300,2505,Residential
2011,Jan,Fabric,,1200,2506,Residential
2011,Jan,Fabric,,50,2507,Residential
2011,Jan,Fabric,,4752,2508,Residential
2011,Jan,Fabric,,108,2509,Residential
2011,Jan,Fabric,,1074,2510,Residential
2011,Jan,Fabric,,200,2511,Residential
2011,Jan,Fabric,,100,2512,Residential
2011,Jan,Fabric,,550,2513,Residential
2011,Jan,Fabric,,50,2514,Residential
2011,Jan,Fabric,,228,2515,Residential
2011,Jan,Fabric,,450,2516,Residential
2011,Jan,Fabric,,50,2517,Residential
2011,Jan,Fabric,,1050,2518,Residential
2011,Jan,Fabric,,50,2519,Residential
2011,Jan,Fabric,,418,2520,Residential
2011,Jan,Fabric,,200,2521,Residential
2011,Jan,Fabric,,50,2522,Residential
2011,Jan,Fabric,,500,2523,Residential
2011,Jan,Fabric,,50,2524,Residential
2011,Jan,Fabric,,209,2525,Residential
2011,Jan,Fabric,,450,2526,Residential
2011,Jan,Fabric,,50,2527,Residential
2011,Jan,Fabric,,1138,2528,Residential
2011,Jan,Fabric,,63,2529,Residential
2011,Jan,Fabric,,456,2530,Residential
2011,Jan,Fabric,,300,2531,Residential
2011,Jan,Fabric,,50,2532,Residential
2011,Jan,Fabric,,1705,2533,Residential
2011,Jan,Fabric,,110,2534,Residential
2011,Jan,Fabric,,314,2535,Residential
2011,Jan,Fabric,,715,2536,Residential
2011,Jan,Fabric,,110,2537,Residential
2011,Jan,Fabric,,143,2538,Residential
2011,Jan,Fabric,,1075,2539,Residential
2011,Jan,Fabric,,50,2540,Residential
2011,Jan,Fabric,,1140,2541,Residential
2011,Jan,Fabric,,1148,2542,Residential
2011,Jan,Fabric,,63,2543,Residential
2011,Jan,Fabric,,893,2544,Residential
2011,Jan,Fabric,,255,2545,Residential
2011,Jan,Fabric,,30,2546,Residential
2011,Jan,Fabric,,730,2547,Residential
2011,Jan,Fabric,,145,2548,Residential
2011,Jan,Fabric,,270,2549,Residential
2011,Jan,Fabric,,110,2550,Residential
2011,Jan,Fabric,,235,2551,Residential
2011,Jan,Fabric,,205,2552,Residential
2011,Jan,Fabric,,38,2553,Residential
2011,Jan,Fabric,,658,2554,Residential
2011,Jan,Fabric,,35,2555,Residential
2011,Jan,Fabric,,1290,2556,Residential
2011,Jan,Fabric,,290,2557,Residential
2011,Jan,Fabric,,590,2558,Residential
2011,Jan,Fabric,,290,2559,Residential
2011,Jan,Fabric,,620,2560,Residential
2011,Jan,Fabric,,420,2561,Residential
2011,Jan,Fabric,,90,2562,Residential
2011,Jan,Fabric,,3740,2563,Residential
2011,Jan,Fabric,,57,2564,Residential
2011,Jan,Wallcovering,,480,2603,Residential
2011,Jan,Wallcovering,,32,2604,Residential
2011,Jan,Wallcovering,,250,2605,Residential
2011,Jan,Wallcovering,,-102,2606,Residential
2011,Jan,Wallcovering,,120,2615,Residential
2011,Jan,Wallcovering,,213,2618,Residential
2011,Jan,Wallcovering,,450,2619,Residential
2011,Jan,Wallcovering,,-68,2620,Residential
2011,Jan,Wallcovering,,140,2621,Residential
2011,Jan,Wallcovering,,265,2622,Residential
2011,Jan,Wallcovering,,-20,2623,Residential
2011,Jan,Wallcovering,,63,2624,Residential
2011,Jan,Wallcovering,,58,2625,Residential
2011,Jan,Wallcovering,,-42,2626,Residential
2011,Jan,Wallcovering,,458,2627,Residential
2011,Jan,Wallcovering,,-115,2628,Residential
2011,Jan,Wallcovering,,1064,2629,Residential
2011,Jan,Wallcovering,,592,2630,Residential
2011,Jan,Wallcovering,,400,2631,Residential
2011,Jan,Wallcovering,,1000,2645,Residential
2011,Jan,Wallcovering,,3220,2646,Residential
2011,Jan,Wallcovering,,2805,2647,Residential
2011,Jan,Wallcovering,,1590,2648,Residential
2011,Jan,Wallcovering,,210,2649,Residential
2011,Jan,Wallcovering,,80,2650,Residential
2011,Jan,Wallcovering,,-80,2651,Residential
2011,Jan,Wallcovering,,240,2652,Residential
2011,Jan,Wallcovering,,954,2653,Residential
2011,Jan,Wallcovering,,1035,2654,Residential
2011,Jan,Wallcovering,,-45,2655,Residential
2011,Jan,Wallcovering,,75,2656,Residential
